layer,z_mm,segments,support_segments,island_candidates_ge_0_25mm2,largest_island_candidate_mm2,occupied_raster_area_mm2
291,36.4,4050,18,0,0.0,1356.125
292,36.6,4072,7,0,0.0,1356.0
293,36.8,4104,4,0,0.0,1355.562
294,37.0,4058,0,0,0.0,1357.812
295,37.2,4078,0,0,0.0,1383.75
296,37.4,4059,0,0,0.0,1382.938
297,37.6,4054,0,0,0.0,1383.812
298,37.8,4042,0,0,0.0,1383.75
299,38.0,3958,0,0,0.0,1361.938
300,38.2,3985,0,0,0.0,1360.875
301,38.4,4024,0,0,0.0,1361.5
302,38.6,4015,0,0,0.0,1361.5
303,38.8,3994,0,0,0.0,1361.312
304,39.0,2091,0,0,0.0,1291.562
305,39.2,1438,0,0,0.0,1143.188
306,39.4,1440,0,0,0.0,1143.188
307,39.6,1438,0,0,0.0,1142.875
308,39.8,1437,0,0,0.0,1142.875
309,40.0,1443,0,0,0.0,1143.062
310,40.2,1439,0,0,0.0,1142.812
311,40.4,1438,0,0,0.0,1142.625
312,40.6,1560,0,0,0.0,1125.625
