layer,z_mm,segments,support_segments,island_candidates_ge_0_25mm2,largest_island_candidate_mm2,occupied_raster_area_mm2
171,21.0,1771,0,0,0.0,1583.25
172,21.1333,544,544,0,0.0,105.188
173,21.2,1830,0,0,0.0,1583.062
174,21.4,2376,551,0,0.0,1689.625
175,21.6,1860,0,0,0.0,1588.875
176,21.6667,551,551,0,0.0,105.25
177,21.8,1686,0,0,0.0,1584.75
178,21.9333,553,553,0,0.0,105.125
179,22.0,1729,0,0,0.0,1555.125
180,22.2,2184,570,0,0.0,1682.875
181,22.4,2184,574,0,0.0,1677.125
182,22.6,1708,0,0,0.0,1555.5
183,22.6727,572,572,0,0.0,126.938
184,22.8,1662,0,0,0.0,1555.062
185,22.9455,552,552,0,0.0,123.562
186,23.0,1781,0,0,0.0,1554.0
187,23.2,1846,0,0,0.0,1552.188
188,23.2182,558,558,0,0.0,123.625
189,23.4,1849,0,0,0.0,1553.0
190,23.4909,554,554,0,0.0,123.75
191,23.6,1777,0,0,0.0,1551.812
192,23.7636,559,559,0,0.0,123.812
193,23.8,1849,0,0,0.0,1554.062
194,24.0,1865,0,0,0.0,1557.812
195,24.0364,559,559,0,0.0,123.875
196,24.2,1817,0,0,0.0,1558.25
197,24.3091,557,557,0,0.0,123.875
198,24.4,1732,0,0,0.0,1559.75
199,24.5818,558,558,0,0.0,123.625
200,24.6,1766,0,0,0.0,1561.875
201,24.8,1680,0,0,0.0,1562.688
202,24.8545,554,554,0,0.0,123.312
203,25.0,1663,0,0,0.0,1562.938
204,25.1273,538,538,0,0.0,124.938
205,25.2,1796,0,0,0.0,1562.562
206,25.4,2326,548,0,0.0,1686.125
207,25.6,2417,540,0,0.0,1687.375
208,25.8,2491,571,0,0.0,1689.438
209,26.0,2444,537,0,0.0,1684.688
210,26.2,2379,537,0,0.0,1683.75
211,26.4,2500,508,0,0.0,1683.25
212,26.6,1996,0,0,0.0,1576.688
213,26.65,537,537,0,0.0,121.438
214,26.8,1763,0,0,0.0,1577.875
215,26.9,533,533,0,0.0,117.688
216,27.0,1664,0,0,0.0,1579.0
217,27.15,518,518,0,0.0,117.562
218,27.2,1707,0,0,0.0,1581.438
219,27.4,2112,514,0,0.0,1700.188
220,27.6,1594,0,0,0.0,1581.812
221,27.65,515,515,0,0.0,117.625
222,27.8,1696,0,0,0.0,1581.312
223,27.9,507,507,0,0.0,117.75
224,28.0,1663,0,0,0.0,1577.688
225,28.15,507,507,0,0.0,117.75
226,28.2,1852,0,0,0.0,1562.688
227,28.4,2356,542,0,0.0,1689.0
228,28.6,1818,0,0,0.0,1555.875
229,28.68,556,556,0,0.0,129.25
230,28.8,1762,0,0,0.0,1553.25
231,28.96,481,481,0,0.0,219.375
232,29.0,1819,0,0,0.0,1554.938
233,29.2,1840,0,0,0.0,1556.75
234,29.24,389,389,0,0.0,213.312
235,29.4,1800,0,0,0.0,1555.938
236,29.52,400,400,0,0.0,213.562
237,29.6,1692,0,0,0.0,1560.062
238,29.8,2100,391,0,0.0,1779.0
239,30.0,1668,48,0,0.0,1592.438
240,30.2,3227,0,0,0.0,1804.312
241,30.2727,24,24,0,0.0,5.625
242,30.4,4572,0,0,0.0,1899.375
243,30.5455,24,24,0,0.0,5.625
244,30.6,4480,0,0,0.0,1896.688
245,30.8,4718,0,0,0.0,1893.062
246,30.8182,24,24,0,0.0,5.625
247,31.0,4550,0,0,0.0,1891.188
248,31.0909,24,24,0,0.0,5.625
249,31.2,4064,0,0,0.0,1788.0
250,31.3636,24,24,0,0.0,5.625
251,31.4,3926,0,0,0.0,1784.062
252,31.6,4030,0,0,0.0,1785.438
253,31.6364,24,24,0,0.0,5.625
254,31.8,4065,0,0,0.0,1790.688
255,31.9091,24,24,0,0.0,5.625
256,32.0,4008,0,0,0.0,1806.375
257,32.1818,24,24,0,0.0,5.625
258,32.2,3571,0,0,0.0,1866.438
259,32.4,4423,0,0,0.0,1896.25
260,32.4545,24,24,0,0.0,5.625
261,32.6,4425,0,0,0.0,1898.438
262,32.7273,24,24,0,0.0,5.625
263,32.8,4390,0,0,0.0,1898.188
264,33.0,4314,24,0,0.0,1886.75
265,33.2,4985,0,0,0.0,1866.25
266,33.2727,24,24,0,0.0,5.625
267,33.4,5164,0,0,0.0,1864.75
268,33.5455,24,24,0,0.0,5.625
269,33.6,5115,0,0,0.0,1819.438
270,33.8,5140,0,0,0.0,1804.625
271,33.8182,24,24,0,0.0,5.625
272,34.0,5145,0,0,0.0,1786.375
273,34.0909,24,24,0,0.0,5.625
274,34.2,4898,0,0,0.0,1759.75
275,34.3636,24,24,0,0.0,5.625
276,34.4,5048,0,0,0.0,1760.062
277,34.6,4890,0,0,0.0,1763.562
278,34.6364,24,24,0,0.0,5.625
279,34.8,4813,0,0,0.0,1722.562
280,34.9091,24,24,0,0.0,5.625
281,35.0,4998,0,0,0.0,1732.25
282,35.1818,56,56,0,0.0,10.688
283,35.2,4712,0,0,0.0,1734.562
284,35.4,4587,0,0,0.0,1773.938
285,35.4545,47,47,0,0.0,9.875
286,35.6,4604,0,0,0.0,1775.25
287,35.7273,38,38,0,0.0,10.688
288,35.8,4684,0,0,0.0,1776.312
289,36.0,5026,19,0,0.0,1809.188
290,36.2,4697,33,0,0.0,1374.312
291,36.4,4646,18,0,0.0,1374.562
292,36.6,4671,7,0,0.0,1374.5
293,36.8,4602,4,0,0.0,1373.75
294,37.0,4618,0,0,0.0,1375.875
295,37.2,4663,0,0,0.0,1401.062
296,37.4,4560,0,0,0.0,1401.0
297,37.6,4632,0,0,0.0,1400.75
298,37.8,4657,0,0,0.0,1401.625
299,38.0,4541,0,0,0.0,1379.5
300,38.2,4556,0,0,0.0,1379.875
301,38.4,4608,0,0,0.0,1379.688
302,38.6,4635,0,0,0.0,1378.938
303,38.8,4569,0,0,0.0,1379.312
304,39.0,2290,0,0,0.0,1268.125
305,39.2,1435,0,0,0.0,1143.125
306,39.4,1434,0,0,0.0,1142.688
307,39.6,1436,0,0,0.0,1142.812
308,39.8,1437,0,0,0.0,1142.688
309,40.0,1440,0,0,0.0,1142.562
310,40.2,1433,0,0,0.0,1142.625
311,40.4,1434,0,0,0.0,1142.562
312,40.6,1559,0,0,0.0,1125.375
