source,target,temperature_C,finished_height_mm,plating_um,geometry_case,full_item_path_ohm,mV_per_A,mW_per_A_squared
C105.1,U101.15,85,1.6,20,native_nominal,0.07309011414054686,73.09011414054686,73.09011414054686
C105.1,U101.15,85,1.6,20,width_minus_25um_copper_80pct,0.09621078113112143,96.21078113112142,96.21078113112142
C105.1,U101.15,85,1.76,20,native_nominal,0.07347848973903838,73.47848973903838,73.47848973903838
C105.1,U101.15,85,1.76,20,width_minus_25um_copper_80pct,0.09659915672961296,96.59915672961296,96.59915672961296
C105.1,U101.15,85,1.44,25,native_nominal,0.07194831201064553,71.94831201064552,71.94831201064552
C105.1,U101.15,85,1.44,25,width_minus_25um_copper_80pct,0.0950689790012201,95.0689790012201,95.0689790012201
C105.1,U101.15,85,1.6,25,native_nominal,0.07225297355009153,72.25297355009153,72.25297355009153
C105.1,U101.15,85,1.6,25,width_minus_25um_copper_80pct,0.09537364054066609,95.37364054066609,95.37364054066609
C105.1,U101.15,85,1.76,25,native_nominal,0.0725576350895375,72.5576350895375,72.5576350895375
C105.1,U101.15,85,1.76,25,width_minus_25um_copper_80pct,0.09567830208011206,95.67830208011206,95.67830208011206
C105.1,U101.16,20,1.44,20,native_nominal,0.05889334212236181,58.89334212236181,58.89334212236181
C105.1,U101.16,20,1.44,20,width_minus_25um_copper_80pct,0.07769229498060587,77.69229498060587,77.69229498060587
C105.1,U101.16,20,1.6,20,native_nominal,0.059202693827719664,59.20269382771966,59.20269382771966
C105.1,U101.16,20,1.6,20,width_minus_25um_copper_80pct,0.07800164668596374,78.00164668596373,78.00164668596373
C105.1,U101.16,20,1.76,20,native_nominal,0.05951204553307751,59.51204553307751,59.51204553307751
C105.1,U101.16,20,1.76,20,width_minus_25um_copper_80pct,0.07831099839132158,78.31099839132158,78.31099839132158
C105.1,U101.16,20,1.44,25,native_nominal,0.058293217440845375,58.293217440845375,58.293217440845375
C105.1,U101.16,20,1.44,25,width_minus_25um_copper_80pct,0.07709217029908945,77.09217029908945,77.09217029908945
C105.1,U101.16,20,1.6,25,native_nominal,0.05853588862603473,58.53588862603473,58.53588862603473
C105.1,U101.16,20,1.6,25,width_minus_25um_copper_80pct,0.07733484148427881,77.33484148427881,77.33484148427881
C105.1,U101.16,20,1.76,25,native_nominal,0.058778559811224096,58.7785598112241,58.7785598112241
C105.1,U101.16,20,1.76,25,width_minus_25um_copper_80pct,0.07757751266946816,77.57751266946816,77.57751266946816
C105.1,U101.16,60,1.44,20,native_nominal,0.06815137550399707,68.15137550399707,68.15137550399707
C105.1,U101.16,60,1.44,20,width_minus_25um_copper_80pct,0.08990552375155711,89.90552375155711,89.90552375155711
C105.1,U101.16,60,1.6,20,native_nominal,0.06850935729743718,68.50935729743718,68.50935729743718
C105.1,U101.16,60,1.6,20,width_minus_25um_copper_80pct,0.09026350554499722,90.26350554499722,90.26350554499722
C105.1,U101.16,60,1.76,20,native_nominal,0.06886733909087728,68.86733909087728,68.86733909087728
C105.1,U101.16,60,1.76,20,width_minus_25um_copper_80pct,0.09062148733843733,90.62148733843733,90.62148733843733
C105.1,U101.16,60,1.44,25,native_nominal,0.06745691122254625,67.45691122254625,67.45691122254625
C105.1,U101.16,60,1.44,25,width_minus_25um_copper_80pct,0.0892110594701063,89.21105947010629,89.21105947010629
C105.1,U101.16,60,1.6,25,native_nominal,0.06773773031804739,67.73773031804738,67.73773031804738
C105.1,U101.16,60,1.6,25,width_minus_25um_copper_80pct,0.08949187856560743,89.49187856560744,89.49187856560744
C105.1,U101.16,60,1.76,25,native_nominal,0.0680185494135485,68.0185494135485,68.0185494135485
C105.1,U101.16,60,1.76,25,width_minus_25um_copper_80pct,0.08977269766110854,89.77269766110854,89.77269766110854
C105.1,U101.16,85,1.44,20,native_nominal,0.07393764636751911,73.93764636751911,73.93764636751911
C105.1,U101.16,85,1.44,20,width_minus_25um_copper_80pct,0.09753879173340164,97.53879173340164,97.53879173340164
C105.1,U101.16,85,1.6,20,native_nominal,0.07432602196601062,74.32602196601063,74.32602196601063
C105.1,U101.16,85,1.6,20,width_minus_25um_copper_80pct,0.09792716733189316,97.92716733189316,97.92716733189316
C105.1,U101.16,85,1.76,20,native_nominal,0.07471439756450214,74.71439756450214,74.71439756450214
C105.1,U101.16,85,1.76,20,width_minus_25um_copper_80pct,0.09831554293038469,98.3155429303847,98.3155429303847
C105.1,U101.16,85,1.44,25,native_nominal,0.07318421983610929,73.18421983610929,73.18421983610929
C105.1,U101.16,85,1.44,25,width_minus_25um_copper_80pct,0.09678536520199184,96.78536520199184,96.78536520199184
C105.1,U101.16,85,1.6,25,native_nominal,0.07348888137555529,73.48888137555528,73.48888137555528
C105.1,U101.16,85,1.6,25,width_minus_25um_copper_80pct,0.09709002674143782,97.09002674143782,97.09002674143782
C105.1,U101.16,85,1.76,25,native_nominal,0.07379354291500126,73.79354291500125,73.79354291500125
C105.1,U101.16,85,1.76,25,width_minus_25um_copper_80pct,0.0973946882808838,97.3946882808838,97.3946882808838
C105.1,U201.10,20,1.44,20,native_nominal,0.11440646582417777,114.40646582417777,114.40646582417777
C105.1,U201.10,20,1.44,20,width_minus_25um_copper_80pct,0.15089264426203294,150.89264426203295,150.89264426203295
C105.1,U201.10,20,1.6,20,native_nominal,0.11486111736884529,114.86111736884529,114.86111736884529
C105.1,U201.10,20,1.6,20,width_minus_25um_copper_80pct,0.15134729580670045,151.34729580670046,151.34729580670046
C105.1,U201.10,20,1.76,20,native_nominal,0.11531576891351282,115.31576891351283,115.31576891351283
C105.1,U201.10,20,1.76,20,width_minus_25um_copper_80pct,0.15180194735136798,151.80194735136797,151.80194735136797
C105.1,U201.10,20,1.44,25,native_nominal,0.1135409877983548,113.54098779835479,113.54098779835479
C105.1,U201.10,20,1.44,25,width_minus_25um_copper_80pct,0.15002716623620999,150.02716623620998,150.02716623620998
C105.1,U201.10,20,1.6,25,native_nominal,0.11389947511793092,113.89947511793092,113.89947511793092
C105.1,U201.10,20,1.6,25,width_minus_25um_copper_80pct,0.15038565355578606,150.38565355578606,150.38565355578606
C105.1,U201.10,20,1.76,25,native_nominal,0.114257962437507,114.25796243750699,114.25796243750699
C105.1,U201.10,20,1.76,25,width_minus_25um_copper_80pct,0.15074414087536214,150.74414087536215,150.74414087536215
C105.1,U201.10,60,1.44,20,native_nominal,0.13239116225173853,132.39116225173854,132.39116225173854
C105.1,U201.10,60,1.44,20,width_minus_25um_copper_80pct,0.17461296794002448,174.61296794002448,174.61296794002448
C105.1,U201.10,60,1.6,20,native_nominal,0.13291728501922778,132.9172850192278,132.9172850192278
C105.1,U201.10,60,1.6,20,width_minus_25um_copper_80pct,0.1751390907075137,175.1390907075137,175.1390907075137
C105.1,U201.10,60,1.76,20,native_nominal,0.133443407786717,133.44340778671702,133.44340778671702
C105.1,U201.10,60,1.76,20,width_minus_25um_copper_80pct,0.17566521347500297,175.66521347500296,175.66521347500296
C105.1,U201.10,60,1.44,25,native_nominal,0.1313896310802562,131.3896310802562,131.3896310802562
C105.1,U201.10,60,1.44,25,width_minus_25um_copper_80pct,0.17361143676854215,173.61143676854215,173.61143676854215
C105.1,U201.10,60,1.6,25,native_nominal,0.13180447260646966,131.80447260646966,131.80447260646966
C105.1,U201.10,60,1.6,25,width_minus_25um_copper_80pct,0.1740262782947556,174.0262782947556,174.0262782947556
C105.1,U201.10,60,1.76,25,native_nominal,0.1322193141326831,132.21931413268308,132.21931413268308
C105.1,U201.10,60,1.76,25,width_minus_25um_copper_80pct,0.17444111982096902,174.44111982096902,174.44111982096902
C105.1,U201.10,85,1.44,20,native_nominal,0.14363159751896395,143.63159751896396,143.63159751896396
C105.1,U201.10,85,1.44,20,width_minus_25um_copper_80pct,0.1894381702387693,189.4381702387693,189.4381702387693
C105.1,U201.10,85,1.6,20,native_nominal,0.14420238980071678,144.2023898007168,144.2023898007168
C105.1,U201.10,85,1.6,20,width_minus_25um_copper_80pct,0.19000896252052207,190.00896252052206,190.00896252052206
C105.1,U201.10,85,1.76,20,native_nominal,0.14477318208246961,144.77318208246962,144.77318208246962
C105.1,U201.10,85,1.76,20,width_minus_25um_copper_80pct,0.19057975480227496,190.57975480227495,190.57975480227495
C105.1,U201.10,85,1.44,25,native_nominal,0.1425450331314445,142.5450331314445,142.5450331314445
C105.1,U201.10,85,1.44,25,width_minus_25um_copper_80pct,0.18835160585124985,188.35160585124984,188.35160585124984
C105.1,U201.10,85,1.6,25,native_nominal,0.14299509603680632,142.99509603680633,142.99509603680633
C105.1,U201.10,85,1.6,25,width_minus_25um_copper_80pct,0.1888016687566116,188.8016687566116,188.8016687566116
C105.1,U201.10,85,1.76,25,native_nominal,0.1434451589421681,143.44515894216812,143.44515894216812
C105.1,U201.10,85,1.76,25,width_minus_25um_copper_80pct,0.1892517316619734,189.2517316619734,189.2517316619734
C105.1,U201.11,20,1.44,20,native_nominal,0.11491658104877518,114.91658104877519,114.91658104877519
C105.1,U201.11,20,1.44,20,width_minus_25um_copper_80pct,0.1516213802971721,151.6213802971721,151.6213802971721
C105.1,U201.11,20,1.6,20,native_nominal,0.1153712325934427,115.3712325934427,115.3712325934427
C105.1,U201.11,20,1.6,20,width_minus_25um_copper_80pct,0.1520760318418396,152.0760318418396,152.0760318418396
C105.1,U201.11,20,1.76,20,native_nominal,0.11582588413811024,115.82588413811024,115.82588413811024
C105.1,U201.11,20,1.76,20,width_minus_25um_copper_80pct,0.15253068338650713,152.53068338650712,152.53068338650712
C105.1,U201.11,20,1.44,25,native_nominal,0.11405110302295221,114.0511030229522,114.0511030229522
C105.1,U201.11,20,1.44,25,width_minus_25um_copper_80pct,0.15075590227134913,150.75590227134913,150.75590227134913
C105.1,U201.11,20,1.6,25,native_nominal,0.11440959034252833,114.40959034252833,114.40959034252833
C105.1,U201.11,20,1.6,25,width_minus_25um_copper_80pct,0.1511143895909252,151.1143895909252,151.1143895909252
C105.1,U201.11,20,1.76,25,native_nominal,0.11476807766210441,114.7680776621044,114.7680776621044
C105.1,U201.11,20,1.76,25,width_minus_25um_copper_80pct,0.1514728769105013,151.4728769105013,151.4728769105013
C105.1,U201.11,60,1.44,20,native_nominal,0.13298146758964263,132.98146758964262,132.98146758964262
C105.1,U201.11,60,1.44,20,width_minus_25um_copper_80pct,0.1754562612798875,175.4562612798875,175.4562612798875
C105.1,U201.11,60,1.6,20,native_nominal,0.1335075903571319,133.5075903571319,133.5075903571319
C105.1,U201.11,60,1.6,20,width_minus_25um_copper_80pct,0.17598238404737673,175.98238404737674,175.98238404737674
C105.1,U201.11,60,1.76,20,native_nominal,0.13403371312462112,134.03371312462113,134.03371312462113
C105.1,U201.11,60,1.76,20,width_minus_25um_copper_80pct,0.176508506814866,176.508506814866,176.508506814866
C105.1,U201.11,60,1.44,25,native_nominal,0.1319799364181603,131.9799364181603,131.9799364181603
C105.1,U201.11,60,1.44,25,width_minus_25um_copper_80pct,0.17445473010840518,174.4547301084052,174.4547301084052
C105.1,U201.11,60,1.6,25,native_nominal,0.13239477794437376,132.39477794437377,132.39477794437377
C105.1,U201.11,60,1.6,25,width_minus_25um_copper_80pct,0.1748695716346186,174.8695716346186,174.8695716346186
C105.1,U201.11,60,1.76,25,native_nominal,0.1328096194705872,132.8096194705872,132.8096194705872
C105.1,U201.11,60,1.76,25,width_minus_25um_copper_80pct,0.17528441316083204,175.28441316083203,175.28441316083203
C105.1,U201.11,85,1.44,20,native_nominal,0.14427202167768477,144.27202167768476,144.27202167768476
C105.1,U201.11,85,1.44,20,width_minus_25um_copper_80pct,0.19035306189408477,190.35306189408476,190.35306189408476
C105.1,U201.11,85,1.6,20,native_nominal,0.1448428139594376,144.8428139594376,144.8428139594376
C105.1,U201.11,85,1.6,20,width_minus_25um_copper_80pct,0.19092385417583754,190.92385417583753,190.92385417583753
C105.1,U201.11,85,1.76,20,native_nominal,0.14541360624119043,145.41360624119042,145.41360624119042
C105.1,U201.11,85,1.76,20,width_minus_25um_copper_80pct,0.19149464645759043,191.49464645759042,191.49464645759042
C105.1,U201.11,85,1.44,25,native_nominal,0.14318545729016532,143.18545729016532,143.18545729016532
C105.1,U201.11,85,1.44,25,width_minus_25um_copper_80pct,0.18926649750656532,189.26649750656532,189.26649750656532
C105.1,U201.11,85,1.6,25,native_nominal,0.14363552019552714,143.63552019552714,143.63552019552714
C105.1,U201.11,85,1.6,25,width_minus_25um_copper_80pct,0.18971656041192708,189.71656041192708,189.71656041192708
C105.1,U201.11,85,1.76,25,native_nominal,0.14408558310088893,144.08558310088893,144.08558310088893
C105.1,U201.11,85,1.76,25,width_minus_25um_copper_80pct,0.19016662331728887,190.16662331728887,190.16662331728887
