layer,z_mm,segments,support_segments,island_candidates_ge_0_25mm2,largest_island_candidate_mm2,occupied_raster_area_mm2
123,16.7478,210,210,0,0.0,130.375
124,16.8,733,0,0,0.0,554.375
125,17.0,798,0,0,0.0,545.812
126,17.0261,210,210,0,0.0,130.312
127,17.2,804,0,0,0.0,533.375
128,17.3043,196,196,0,0.0,130.062
129,17.4,758,0,0,0.0,529.5
130,17.5826,218,218,0,0.0,130.438
131,17.6,724,0,0,0.0,518.438
132,17.8,727,0,0,0.0,516.938
133,17.8609,196,196,0,0.0,130.188
134,18.0,750,0,0,0.0,511.625
135,18.1391,213,213,0,0.0,130.312
136,18.2,739,0,0,0.0,508.0
137,18.4,724,0,0,0.0,508.625
138,18.4174,212,212,0,0.0,130.25
139,18.6,739,0,0,0.0,508.562
140,18.6957,198,198,0,0.0,129.562
141,18.8,737,0,0,0.0,496.375
142,18.9739,206,206,0,0.0,129.875
143,19.0,738,0,0,0.0,496.375
144,19.2,768,0,0,0.0,496.5
145,19.2522,201,201,0,0.0,129.5
146,19.4,795,0,0,0.0,497.188
147,19.5304,208,208,0,0.0,130.062
148,19.6,803,0,0,0.0,502.0
149,19.8,819,0,0,0.0,501.188
150,19.8087,212,212,0,0.0,130.375
151,20.0,808,0,0,0.0,511.812
152,20.087,195,195,0,0.0,130.062
153,20.2,802,0,0,0.0,502.938
154,20.3652,204,204,0,0.0,129.938
155,20.4,760,0,0,0.0,507.812
156,20.6,784,0,0,0.0,514.312
157,20.6435,214,214,0,0.0,132.188
158,20.8,831,0,0,0.0,523.75
159,20.9217,207,207,0,0.0,131.0
160,21.0,845,0,0,0.0,526.812
161,21.2,1121,213,0,0.0,662.438
162,21.4,1159,232,0,0.0,665.875
163,21.6,1150,205,0,0.0,664.875
164,21.8,1200,205,0,0.0,678.0
165,22.0,966,0,0,0.0,548.312
166,22.0727,206,206,0,0.0,122.5
167,22.2,1013,0,0,0.0,556.438
168,22.3455,198,198,0,0.0,122.062
169,22.4,961,0,0,0.0,573.375
170,22.6,975,0,0,0.0,584.375
171,22.6182,184,184,0,0.0,120.562
172,22.8,792,0,0,0.0,581.5
173,22.8909,193,193,0,0.0,120.812
174,23.0,766,0,0,0.0,575.75
175,23.1636,192,192,0,0.0,120.125
176,23.2,774,0,0,0.0,564.375
177,23.4,697,0,0,0.0,554.938
178,23.4364,192,192,0,0.0,120.5
179,23.6,682,0,0,0.0,556.75
180,23.7091,188,188,0,0.0,120.062
181,23.8,618,0,0,0.0,539.812
182,23.9818,203,203,0,0.0,125.688
183,24.0,635,0,0,0.0,532.562
184,24.2,641,0,0,0.0,522.688
185,24.2545,198,198,0,0.0,124.438
186,24.4,625,0,0,0.0,517.812
187,24.5273,199,199,0,0.0,126.438
188,24.6,630,0,0,0.0,510.75
189,24.8,860,225,0,0.0,637.688
190,25.0,647,0,0,0.0,502.312
191,25.0667,245,245,0,0.0,176.0
192,25.2,726,0,0,0.0,526.188
193,25.3333,252,252,0,0.0,175.875
194,25.4,616,0,0,0.0,524.625
195,25.6,868,253,0,0.0,702.375
196,25.8,859,250,0,0.0,702.312
197,26.0,803,191,0,0.0,582.375
198,26.2,965,172,0,0.0,773.375
199,26.4,895,116,0,0.0,805.875
200,26.6,908,101,0,0.0,803.625
201,26.8,954,103,0,0.0,802.312
202,27.0,950,10,0,0.0,724.125
203,27.2,2338,4,0,0.0,750.312
204,27.4,2088,0,0,0.0,741.688
205,27.4727,14,14,0,0.0,4.125
206,27.6,2136,0,0,0.0,751.375
207,27.7455,6,6,0,0.0,3.312
208,27.8,2178,0,0,0.0,751.688
209,28.0,1924,0,0,0.0,755.5
210,28.0182,6,6,0,0.0,3.312
211,28.2,1901,0,0,0.0,790.5
212,28.2909,6,6,0,0.0,3.312
213,28.4,1995,0,0,0.0,761.562
214,28.5636,6,6,0,0.0,3.312
215,28.6,1897,0,0,0.0,754.75
216,28.8,1879,0,0,0.0,753.125
217,28.8364,6,6,0,0.0,3.312
218,29.0,2077,0,0,0.0,751.438
219,29.1091,6,6,0,0.0,3.312
220,29.2,2629,0,0,0.0,720.812
221,29.3818,12,12,0,0.0,4.0
222,29.4,2568,0,0,0.0,710.125
223,29.6,2566,0,0,0.0,704.688
224,29.6545,11,11,0,0.0,3.375
225,29.8,2656,0,0,0.0,702.875
226,29.9273,6,6,0,0.0,3.188
227,30.0,2636,0,0,0.0,693.75
228,30.2,2577,4,0,0.0,691.0
229,30.4,2619,4,0,0.0,695.375
230,30.6,2563,0,0,0.0,699.938
231,30.8,2633,0,0,0.0,687.562
232,31.0,2463,0,0,0.0,702.812
233,31.2,2553,0,0,0.0,684.812
234,31.4,2449,0,0,0.0,679.25
235,31.6,2476,0,0,0.0,685.562
236,31.8,2537,0,0,0.0,686.438
237,32.0,2510,0,0,0.0,700.375
238,32.2,2267,0,0,0.0,747.562
239,32.4,2317,0,0,0.0,773.625
240,32.6,2291,0,0,0.0,775.062
241,32.8,2290,0,0,0.0,770.75
242,33.0,1259,0,0,0.0,801.812
