pair_index,source,target,category,temperature_C,finished_height_mm,plating_um,geometry_case,trace_and_barrel_full_item_ohm,mV_per_A,mW_per_A_squared
2,U115.6,U114.2,source_trunk,85,1.6,25,width_minus_25um_copper_80pct,0.032981424433056586,32.98142443305659,32.98142443305659
2,U115.6,U114.2,source_trunk,85,1.76,20,native_nominal,0.025566312422834855,25.566312422834855,25.566312422834855
2,U115.6,U114.2,source_trunk,85,1.76,20,width_minus_25um_copper_80pct,0.033623566602924766,33.62356660292477,33.62356660292477
2,U115.6,U114.2,source_trunk,85,1.76,25,native_nominal,0.025084520205211215,25.084520205211216,25.084520205211216
2,U115.6,U114.2,source_trunk,85,1.76,25,width_minus_25um_copper_80pct,0.03314177438530112,33.141774385301126,33.141774385301126
3,U115.6,C114.1,source_trunk,20,1.44,20,native_nominal,0.020765352530747332,20.765352530747332,20.765352530747332
3,U115.6,C114.1,source_trunk,20,1.44,20,width_minus_25um_copper_80pct,0.02701367042852873,27.01367042852873,27.01367042852873
3,U115.6,C114.1,source_trunk,20,1.44,25,native_nominal,0.020189204216943802,20.189204216943804,20.189204216943804
3,U115.6,C114.1,source_trunk,20,1.44,25,width_minus_25um_copper_80pct,0.0264375221147252,26.4375221147252,26.4375221147252
3,U115.6,C114.1,source_trunk,20,1.6,20,native_nominal,0.02106516548229337,21.06516548229337,21.06516548229337
3,U115.6,C114.1,source_trunk,20,1.6,20,width_minus_25um_copper_80pct,0.027313483380074766,27.313483380074768,27.313483380074768
3,U115.6,C114.1,source_trunk,20,1.6,25,native_nominal,0.020425000689178335,20.425000689178333,20.425000689178333
3,U115.6,C114.1,source_trunk,20,1.6,25,width_minus_25um_copper_80pct,0.026673318586959732,26.67331858695973,26.67331858695973
3,U115.6,C114.1,source_trunk,20,1.76,20,native_nominal,0.0213649784338394,21.3649784338394,21.3649784338394
3,U115.6,C114.1,source_trunk,20,1.76,20,width_minus_25um_copper_80pct,0.0276132963316208,27.6132963316208,27.6132963316208
3,U115.6,C114.1,source_trunk,20,1.76,25,native_nominal,0.020660797161412867,20.660797161412866,20.660797161412866
3,U115.6,C114.1,source_trunk,20,1.76,25,width_minus_25um_copper_80pct,0.026909115059194265,26.909115059194264,26.909115059194264
3,U115.6,C114.1,source_trunk,60,1.44,20,native_nominal,0.02402966594858081,24.02966594858081,24.02966594858081
3,U115.6,C114.1,source_trunk,60,1.44,20,width_minus_25um_copper_80pct,0.031260219419893445,31.260219419893446,31.260219419893446
3,U115.6,C114.1,source_trunk,60,1.44,25,native_nominal,0.023362947119847367,23.362947119847366,23.362947119847366
3,U115.6,C114.1,source_trunk,60,1.44,25,width_minus_25um_copper_80pct,0.030593500591160002,30.59350059116,30.59350059116
3,U115.6,C114.1,source_trunk,60,1.6,20,native_nominal,0.024376609496109883,24.376609496109882,24.376609496109882
3,U115.6,C114.1,source_trunk,60,1.6,20,width_minus_25um_copper_80pct,0.03160716296742251,31.60716296742251,31.60716296742251
3,U115.6,C114.1,source_trunk,60,1.6,25,native_nominal,0.023635810797517167,23.635810797517166,23.635810797517166
3,U115.6,C114.1,source_trunk,60,1.6,25,width_minus_25um_copper_80pct,0.030866364268829802,30.866364268829802,30.866364268829802
3,U115.6,C114.1,source_trunk,60,1.76,20,native_nominal,0.024723553043638956,24.723553043638955,24.723553043638955
3,U115.6,C114.1,source_trunk,60,1.76,20,width_minus_25um_copper_80pct,0.03195410651495159,31.95410651495159,31.95410651495159
3,U115.6,C114.1,source_trunk,60,1.76,25,native_nominal,0.02390867447518697,23.90867447518697,23.90867447518697
3,U115.6,C114.1,source_trunk,60,1.76,25,width_minus_25um_copper_80pct,0.03113922794649961,31.13922794649961,31.13922794649961
3,U115.6,C114.1,source_trunk,85,1.44,20,native_nominal,0.02606986183472674,26.06986183472674,26.06986183472674
3,U115.6,C114.1,source_trunk,85,1.44,20,width_minus_25um_copper_80pct,0.033914312539496394,33.91431253949639,33.91431253949639
3,U115.6,C114.1,source_trunk,85,1.44,25,native_nominal,0.0253465364341621,25.3465364341621,25.3465364341621
3,U115.6,C114.1,source_trunk,85,1.44,25,width_minus_25um_copper_80pct,0.03319098713893175,33.19098713893175,33.19098713893175
3,U115.6,C114.1,source_trunk,85,1.6,20,native_nominal,0.02644626200474521,26.446262004745208,26.446262004745208
3,U115.6,C114.1,source_trunk,85,1.6,20,width_minus_25um_copper_80pct,0.034290712709514864,34.290712709514864,34.290712709514864
3,U115.6,C114.1,source_trunk,85,1.6,25,native_nominal,0.025642567115228946,25.642567115228946,25.642567115228946
3,U115.6,C114.1,source_trunk,85,1.6,25,width_minus_25um_copper_80pct,0.0334870178199986,33.4870178199986,33.4870178199986
3,U115.6,C114.1,source_trunk,85,1.76,20,native_nominal,0.02682266217476368,26.82266217476368,26.82266217476368
3,U115.6,C114.1,source_trunk,85,1.76,20,width_minus_25um_copper_80pct,0.03466711287953333,34.66711287953333,34.66711287953333
3,U115.6,C114.1,source_trunk,85,1.76,25,native_nominal,0.025938597796295787,25.938597796295788,25.938597796295788
3,U115.6,C114.1,source_trunk,85,1.76,25,width_minus_25um_copper_80pct,0.03378304850106544,33.783048501065444,33.783048501065444
10,U201.4,C204.1,source_trunk,20,1.44,20,native_nominal,0.004702855213717031,4.702855213717031,4.702855213717031
10,U201.4,C204.1,source_trunk,20,1.44,20,width_minus_25um_copper_80pct,0.006613023321778756,6.613023321778757,6.613023321778757
10,U201.4,C204.1,source_trunk,20,1.44,25,native_nominal,0.004702855213717031,4.702855213717031,4.702855213717031
10,U201.4,C204.1,source_trunk,20,1.44,25,width_minus_25um_copper_80pct,0.006613023321778756,6.613023321778757,6.613023321778757
10,U201.4,C204.1,source_trunk,20,1.6,20,native_nominal,0.004702855213717031,4.702855213717031,4.702855213717031
10,U201.4,C204.1,source_trunk,20,1.6,20,width_minus_25um_copper_80pct,0.006613023321778756,6.613023321778757,6.613023321778757
10,U201.4,C204.1,source_trunk,20,1.6,25,native_nominal,0.004702855213717031,4.702855213717031,4.702855213717031
10,U201.4,C204.1,source_trunk,20,1.6,25,width_minus_25um_copper_80pct,0.006613023321778756,6.613023321778757,6.613023321778757
10,U201.4,C204.1,source_trunk,20,1.76,20,native_nominal,0.004702855213717031,4.702855213717031,4.702855213717031
10,U201.4,C204.1,source_trunk,20,1.76,20,width_minus_25um_copper_80pct,0.006613023321778756,6.613023321778757,6.613023321778757
10,U201.4,C204.1,source_trunk,20,1.76,25,native_nominal,0.004702855213717031,4.702855213717031,4.702855213717031
10,U201.4,C204.1,source_trunk,20,1.76,25,width_minus_25um_copper_80pct,0.006613023321778756,6.613023321778757,6.613023321778757
10,U201.4,C204.1,source_trunk,60,1.44,20,native_nominal,0.005442144053313348,5.442144053313348,5.442144053313348
10,U201.4,C204.1,source_trunk,60,1.44,20,width_minus_25um_copper_80pct,0.007652590587962377,7.652590587962377,7.652590587962377
10,U201.4,C204.1,source_trunk,60,1.44,25,native_nominal,0.005442144053313348,5.442144053313348,5.442144053313348
10,U201.4,C204.1,source_trunk,60,1.44,25,width_minus_25um_copper_80pct,0.007652590587962377,7.652590587962377,7.652590587962377
10,U201.4,C204.1,source_trunk,60,1.6,20,native_nominal,0.005442144053313348,5.442144053313348,5.442144053313348
10,U201.4,C204.1,source_trunk,60,1.6,20,width_minus_25um_copper_80pct,0.007652590587962377,7.652590587962377,7.652590587962377
10,U201.4,C204.1,source_trunk,60,1.6,25,native_nominal,0.005442144053313348,5.442144053313348,5.442144053313348
10,U201.4,C204.1,source_trunk,60,1.6,25,width_minus_25um_copper_80pct,0.007652590587962377,7.652590587962377,7.652590587962377
10,U201.4,C204.1,source_trunk,60,1.76,20,native_nominal,0.005442144053313348,5.442144053313348,5.442144053313348
10,U201.4,C204.1,source_trunk,60,1.76,20,width_minus_25um_copper_80pct,0.007652590587962377,7.652590587962377,7.652590587962377
10,U201.4,C204.1,source_trunk,60,1.76,25,native_nominal,0.005442144053313348,5.442144053313348,5.442144053313348
10,U201.4,C204.1,source_trunk,60,1.76,25,width_minus_25um_copper_80pct,0.007652590587962377,7.652590587962377,7.652590587962377
10,U201.4,C204.1,source_trunk,85,1.44,20,native_nominal,0.005904199578061045,5.904199578061045,5.904199578061045
10,U201.4,C204.1,source_trunk,85,1.44,20,width_minus_25um_copper_80pct,0.00830232012932714,8.30232012932714,8.30232012932714
10,U201.4,C204.1,source_trunk,85,1.44,25,native_nominal,0.005904199578061045,5.904199578061045,5.904199578061045
10,U201.4,C204.1,source_trunk,85,1.44,25,width_minus_25um_copper_80pct,0.00830232012932714,8.30232012932714,8.30232012932714
10,U201.4,C204.1,source_trunk,85,1.6,20,native_nominal,0.005904199578061045,5.904199578061045,5.904199578061045
10,U201.4,C204.1,source_trunk,85,1.6,20,width_minus_25um_copper_80pct,0.00830232012932714,8.30232012932714,8.30232012932714
10,U201.4,C204.1,source_trunk,85,1.6,25,native_nominal,0.005904199578061045,5.904199578061045,5.904199578061045
10,U201.4,C204.1,source_trunk,85,1.6,25,width_minus_25um_copper_80pct,0.00830232012932714,8.30232012932714,8.30232012932714
10,U201.4,C204.1,source_trunk,85,1.76,20,native_nominal,0.005904199578061045,5.904199578061045,5.904199578061045
10,U201.4,C204.1,source_trunk,85,1.76,20,width_minus_25um_copper_80pct,0.00830232012932714,8.30232012932714,8.30232012932714
10,U201.4,C204.1,source_trunk,85,1.76,25,native_nominal,0.005904199578061045,5.904199578061045,5.904199578061045
10,U201.4,C204.1,source_trunk,85,1.76,25,width_minus_25um_copper_80pct,0.00830232012932714,8.30232012932714,8.30232012932714
11,U201.4,C205.1,source_trunk,20,1.44,20,native_nominal,0.006479702504357425,6.479702504357425,6.479702504357425
11,U201.4,C205.1,source_trunk,20,1.44,20,width_minus_25um_copper_80pct,0.008905729503250233,8.905729503250232,8.905729503250232
11,U201.4,C205.1,source_trunk,20,1.44,25,native_nominal,0.006479702504357425,6.479702504357425,6.479702504357425
11,U201.4,C205.1,source_trunk,20,1.44,25,width_minus_25um_copper_80pct,0.008905729503250233,8.905729503250232,8.905729503250232
11,U201.4,C205.1,source_trunk,20,1.6,20,native_nominal,0.006479702504357425,6.479702504357425,6.479702504357425
11,U201.4,C205.1,source_trunk,20,1.6,20,width_minus_25um_copper_80pct,0.008905729503250233,8.905729503250232,8.905729503250232
11,U201.4,C205.1,source_trunk,20,1.6,25,native_nominal,0.006479702504357425,6.479702504357425,6.479702504357425
11,U201.4,C205.1,source_trunk,20,1.6,25,width_minus_25um_copper_80pct,0.008905729503250233,8.905729503250232,8.905729503250232
11,U201.4,C205.1,source_trunk,20,1.76,20,native_nominal,0.006479702504357425,6.479702504357425,6.479702504357425
11,U201.4,C205.1,source_trunk,20,1.76,20,width_minus_25um_copper_80pct,0.008905729503250233,8.905729503250232,8.905729503250232
11,U201.4,C205.1,source_trunk,20,1.76,25,native_nominal,0.006479702504357425,6.479702504357425,6.479702504357425
11,U201.4,C205.1,source_trunk,20,1.76,25,width_minus_25um_copper_80pct,0.008905729503250233,8.905729503250232,8.905729503250232
11,U201.4,C205.1,source_trunk,60,1.44,20,native_nominal,0.0074983117380424125,7.498311738042412,7.498311738042412
11,U201.4,C205.1,source_trunk,60,1.44,20,width_minus_25um_copper_80pct,0.010305710181161169,10.305710181161169,10.305710181161169
11,U201.4,C205.1,source_trunk,60,1.44,25,native_nominal,0.0074983117380424125,7.498311738042412,7.498311738042412
11,U201.4,C205.1,source_trunk,60,1.44,25,width_minus_25um_copper_80pct,0.010305710181161169,10.305710181161169,10.305710181161169
11,U201.4,C205.1,source_trunk,60,1.6,20,native_nominal,0.0074983117380424125,7.498311738042412,7.498311738042412
11,U201.4,C205.1,source_trunk,60,1.6,20,width_minus_25um_copper_80pct,0.010305710181161169,10.305710181161169,10.305710181161169
11,U201.4,C205.1,source_trunk,60,1.6,25,native_nominal,0.0074983117380424125,7.498311738042412,7.498311738042412
11,U201.4,C205.1,source_trunk,60,1.6,25,width_minus_25um_copper_80pct,0.010305710181161169,10.305710181161169,10.305710181161169
11,U201.4,C205.1,source_trunk,60,1.76,20,native_nominal,0.0074983117380424125,7.498311738042412,7.498311738042412
11,U201.4,C205.1,source_trunk,60,1.76,20,width_minus_25um_copper_80pct,0.010305710181161169,10.305710181161169,10.305710181161169
11,U201.4,C205.1,source_trunk,60,1.76,25,native_nominal,0.0074983117380424125,7.498311738042412,7.498311738042412
11,U201.4,C205.1,source_trunk,60,1.76,25,width_minus_25um_copper_80pct,0.010305710181161169,10.305710181161169,10.305710181161169
11,U201.4,C205.1,source_trunk,85,1.44,20,native_nominal,0.008134942509095527,8.134942509095527,8.134942509095527
11,U201.4,C205.1,source_trunk,85,1.44,20,width_minus_25um_copper_80pct,0.011180698104855504,11.180698104855503,11.180698104855503
11,U201.4,C205.1,source_trunk,85,1.44,25,native_nominal,0.008134942509095527,8.134942509095527,8.134942509095527
11,U201.4,C205.1,source_trunk,85,1.44,25,width_minus_25um_copper_80pct,0.011180698104855504,11.180698104855503,11.180698104855503
11,U201.4,C205.1,source_trunk,85,1.6,20,native_nominal,0.008134942509095527,8.134942509095527,8.134942509095527
11,U201.4,C205.1,source_trunk,85,1.6,20,width_minus_25um_copper_80pct,0.011180698104855504,11.180698104855503,11.180698104855503
11,U201.4,C205.1,source_trunk,85,1.6,25,native_nominal,0.008134942509095527,8.134942509095527,8.134942509095527
11,U201.4,C205.1,source_trunk,85,1.6,25,width_minus_25um_copper_80pct,0.011180698104855504,11.180698104855503,11.180698104855503
11,U201.4,C205.1,source_trunk,85,1.76,20,native_nominal,0.008134942509095527,8.134942509095527,8.134942509095527
11,U201.4,C205.1,source_trunk,85,1.76,20,width_minus_25um_copper_80pct,0.011180698104855504,11.180698104855503,11.180698104855503
11,U201.4,C205.1,source_trunk,85,1.76,25,native_nominal,0.008134942509095527,8.134942509095527,8.134942509095527
11,U201.4,C205.1,source_trunk,85,1.76,25,width_minus_25um_copper_80pct,0.011180698104855504,11.180698104855503,11.180698104855503
12,U201.4,C206.1,source_trunk,20,1.44,20,native_nominal,0.007672436494505208,7.672436494505208,7.672436494505208
12,U201.4,C206.1,source_trunk,20,1.44,20,width_minus_25um_copper_80pct,0.01044474110344092,10.44474110344092,10.44474110344092
12,U201.4,C206.1,source_trunk,20,1.44,25,native_nominal,0.007672436494505208,7.672436494505208,7.672436494505208
12,U201.4,C206.1,source_trunk,20,1.44,25,width_minus_25um_copper_80pct,0.01044474110344092,10.44474110344092,10.44474110344092
12,U201.4,C206.1,source_trunk,20,1.6,20,native_nominal,0.007672436494505208,7.672436494505208,7.672436494505208
12,U201.4,C206.1,source_trunk,20,1.6,20,width_minus_25um_copper_80pct,0.01044474110344092,10.44474110344092,10.44474110344092
12,U201.4,C206.1,source_trunk,20,1.6,25,native_nominal,0.007672436494505208,7.672436494505208,7.672436494505208
12,U201.4,C206.1,source_trunk,20,1.6,25,width_minus_25um_copper_80pct,0.01044474110344092,10.44474110344092,10.44474110344092
12,U201.4,C206.1,source_trunk,20,1.76,20,native_nominal,0.007672436494505208,7.672436494505208,7.672436494505208
12,U201.4,C206.1,source_trunk,20,1.76,20,width_minus_25um_copper_80pct,0.01044474110344092,10.44474110344092,10.44474110344092
12,U201.4,C206.1,source_trunk,20,1.76,25,native_nominal,0.007672436494505208,7.672436494505208,7.672436494505208
12,U201.4,C206.1,source_trunk,20,1.76,25,width_minus_25um_copper_80pct,0.01044474110344092,10.44474110344092,10.44474110344092
12,U201.4,C206.1,source_trunk,60,1.44,20,native_nominal,0.008878543511441427,8.878543511441427,8.878543511441427
12,U201.4,C206.1,source_trunk,60,1.44,20,width_minus_25um_copper_80pct,0.012086654404901833,12.086654404901832,12.086654404901832
12,U201.4,C206.1,source_trunk,60,1.44,25,native_nominal,0.008878543511441427,8.878543511441427,8.878543511441427
12,U201.4,C206.1,source_trunk,60,1.44,25,width_minus_25um_copper_80pct,0.012086654404901833,12.086654404901832,12.086654404901832
12,U201.4,C206.1,source_trunk,60,1.6,20,native_nominal,0.008878543511441427,8.878543511441427,8.878543511441427
12,U201.4,C206.1,source_trunk,60,1.6,20,width_minus_25um_copper_80pct,0.012086654404901833,12.086654404901832,12.086654404901832
12,U201.4,C206.1,source_trunk,60,1.6,25,native_nominal,0.008878543511441427,8.878543511441427,8.878543511441427
12,U201.4,C206.1,source_trunk,60,1.6,25,width_minus_25um_copper_80pct,0.012086654404901833,12.086654404901832,12.086654404901832
12,U201.4,C206.1,source_trunk,60,1.76,20,native_nominal,0.008878543511441427,8.878543511441427,8.878543511441427
12,U201.4,C206.1,source_trunk,60,1.76,20,width_minus_25um_copper_80pct,0.012086654404901833,12.086654404901832,12.086654404901832
12,U201.4,C206.1,source_trunk,60,1.76,25,native_nominal,0.008878543511441427,8.878543511441427,8.878543511441427
12,U201.4,C206.1,source_trunk,60,1.76,25,width_minus_25um_copper_80pct,0.012086654404901833,12.086654404901832,12.086654404901832
12,U201.4,C206.1,source_trunk,85,1.44,20,native_nominal,0.009632360397026562,9.632360397026563,9.632360397026563
12,U201.4,C206.1,source_trunk,85,1.44,20,width_minus_25um_copper_80pct,0.013112850218314903,13.112850218314904,13.112850218314904
12,U201.4,C206.1,source_trunk,85,1.44,25,native_nominal,0.009632360397026562,9.632360397026563,9.632360397026563
12,U201.4,C206.1,source_trunk,85,1.44,25,width_minus_25um_copper_80pct,0.013112850218314903,13.112850218314904,13.112850218314904
12,U201.4,C206.1,source_trunk,85,1.6,20,native_nominal,0.009632360397026562,9.632360397026563,9.632360397026563
12,U201.4,C206.1,source_trunk,85,1.6,20,width_minus_25um_copper_80pct,0.013112850218314903,13.112850218314904,13.112850218314904
12,U201.4,C206.1,source_trunk,85,1.6,25,native_nominal,0.009632360397026562,9.632360397026563,9.632360397026563
12,U201.4,C206.1,source_trunk,85,1.6,25,width_minus_25um_copper_80pct,0.013112850218314903,13.112850218314904,13.112850218314904
12,U201.4,C206.1,source_trunk,85,1.76,20,native_nominal,0.009632360397026562,9.632360397026563,9.632360397026563
12,U201.4,C206.1,source_trunk,85,1.76,20,width_minus_25um_copper_80pct,0.013112850218314903,13.112850218314904,13.112850218314904
12,U201.4,C206.1,source_trunk,85,1.76,25,native_nominal,0.009632360397026562,9.632360397026563,9.632360397026563
12,U201.4,C206.1,source_trunk,85,1.76,25,width_minus_25um_copper_80pct,0.013112850218314903,13.112850218314904,13.112850218314904
13,U201.5,C204.1,source_trunk,20,1.44,20,native_nominal,0.0034713281201209723,3.4713281201209725,3.4713281201209725
13,U201.5,C204.1,source_trunk,20,1.44,20,width_minus_25um_copper_80pct,0.004853698902355815,4.8536989023558155,4.8536989023558155
13,U201.5,C204.1,source_trunk,20,1.44,25,native_nominal,0.0034713281201209723,3.4713281201209725,3.4713281201209725
13,U201.5,C204.1,source_trunk,20,1.44,25,width_minus_25um_copper_80pct,0.004853698902355815,4.8536989023558155,4.8536989023558155
13,U201.5,C204.1,source_trunk,20,1.6,20,native_nominal,0.0034713281201209723,3.4713281201209725,3.4713281201209725
13,U201.5,C204.1,source_trunk,20,1.6,20,width_minus_25um_copper_80pct,0.004853698902355815,4.8536989023558155,4.8536989023558155
13,U201.5,C204.1,source_trunk,20,1.6,25,native_nominal,0.0034713281201209723,3.4713281201209725,3.4713281201209725
13,U201.5,C204.1,source_trunk,20,1.6,25,width_minus_25um_copper_80pct,0.004853698902355815,4.8536989023558155,4.8536989023558155
13,U201.5,C204.1,source_trunk,20,1.76,20,native_nominal,0.0034713281201209723,3.4713281201209725,3.4713281201209725
13,U201.5,C204.1,source_trunk,20,1.76,20,width_minus_25um_copper_80pct,0.004853698902355815,4.8536989023558155,4.8536989023558155
13,U201.5,C204.1,source_trunk,20,1.76,25,native_nominal,0.0034713281201209723,3.4713281201209725,3.4713281201209725
13,U201.5,C204.1,source_trunk,20,1.76,25,width_minus_25um_copper_80pct,0.004853698902355815,4.8536989023558155,4.8536989023558155
13,U201.5,C204.1,source_trunk,60,1.44,20,native_nominal,0.004017020900603989,4.017020900603988,4.017020900603988
13,U201.5,C204.1,source_trunk,60,1.44,20,width_minus_25um_copper_80pct,0.005616700369806149,5.616700369806149,5.616700369806149
13,U201.5,C204.1,source_trunk,60,1.44,25,native_nominal,0.004017020900603989,4.017020900603988,4.017020900603988
13,U201.5,C204.1,source_trunk,60,1.44,25,width_minus_25um_copper_80pct,0.005616700369806149,5.616700369806149,5.616700369806149
13,U201.5,C204.1,source_trunk,60,1.6,20,native_nominal,0.004017020900603989,4.017020900603988,4.017020900603988
13,U201.5,C204.1,source_trunk,60,1.6,20,width_minus_25um_copper_80pct,0.005616700369806149,5.616700369806149,5.616700369806149
13,U201.5,C204.1,source_trunk,60,1.6,25,native_nominal,0.004017020900603989,4.017020900603988,4.017020900603988
13,U201.5,C204.1,source_trunk,60,1.6,25,width_minus_25um_copper_80pct,0.005616700369806149,5.616700369806149,5.616700369806149
13,U201.5,C204.1,source_trunk,60,1.76,20,native_nominal,0.004017020900603989,4.017020900603988,4.017020900603988
13,U201.5,C204.1,source_trunk,60,1.76,20,width_minus_25um_copper_80pct,0.005616700369806149,5.616700369806149,5.616700369806149
13,U201.5,C204.1,source_trunk,60,1.76,25,native_nominal,0.004017020900603989,4.017020900603988,4.017020900603988
13,U201.5,C204.1,source_trunk,60,1.76,25,width_minus_25um_copper_80pct,0.005616700369806149,5.616700369806149,5.616700369806149
13,U201.5,C204.1,source_trunk,85,1.44,20,native_nominal,0.004358078888405874,4.358078888405873,4.358078888405873
13,U201.5,C204.1,source_trunk,85,1.44,20,width_minus_25um_copper_80pct,0.006093576286962607,6.093576286962607,6.093576286962607
13,U201.5,C204.1,source_trunk,85,1.44,25,native_nominal,0.004358078888405874,4.358078888405873,4.358078888405873
13,U201.5,C204.1,source_trunk,85,1.44,25,width_minus_25um_copper_80pct,0.006093576286962607,6.093576286962607,6.093576286962607
13,U201.5,C204.1,source_trunk,85,1.6,20,native_nominal,0.004358078888405874,4.358078888405873,4.358078888405873
13,U201.5,C204.1,source_trunk,85,1.6,20,width_minus_25um_copper_80pct,0.006093576286962607,6.093576286962607,6.093576286962607
13,U201.5,C204.1,source_trunk,85,1.6,25,native_nominal,0.004358078888405874,4.358078888405873,4.358078888405873
13,U201.5,C204.1,source_trunk,85,1.6,25,width_minus_25um_copper_80pct,0.006093576286962607,6.093576286962607,6.093576286962607
13,U201.5,C204.1,source_trunk,85,1.76,20,native_nominal,0.004358078888405874,4.358078888405873,4.358078888405873
13,U201.5,C204.1,source_trunk,85,1.76,20,width_minus_25um_copper_80pct,0.006093576286962607,6.093576286962607,6.093576286962607
13,U201.5,C204.1,source_trunk,85,1.76,25,native_nominal,0.004358078888405874,4.358078888405873,4.358078888405873
13,U201.5,C204.1,source_trunk,85,1.76,25,width_minus_25um_copper_80pct,0.006093576286962607,6.093576286962607,6.093576286962607
14,U201.5,C205.1,source_trunk,20,1.44,20,native_nominal,0.005248175410761367,5.248175410761367,5.248175410761367
14,U201.5,C205.1,source_trunk,20,1.44,20,width_minus_25um_copper_80pct,0.007146405083827291,7.1464050838272914,7.1464050838272914
14,U201.5,C205.1,source_trunk,20,1.44,25,native_nominal,0.005248175410761367,5.248175410761367,5.248175410761367
14,U201.5,C205.1,source_trunk,20,1.44,25,width_minus_25um_copper_80pct,0.007146405083827291,7.1464050838272914,7.1464050838272914
14,U201.5,C205.1,source_trunk,20,1.6,20,native_nominal,0.005248175410761367,5.248175410761367,5.248175410761367
14,U201.5,C205.1,source_trunk,20,1.6,20,width_minus_25um_copper_80pct,0.007146405083827291,7.1464050838272914,7.1464050838272914
14,U201.5,C205.1,source_trunk,20,1.6,25,native_nominal,0.005248175410761367,5.248175410761367,5.248175410761367
14,U201.5,C205.1,source_trunk,20,1.6,25,width_minus_25um_copper_80pct,0.007146405083827291,7.1464050838272914,7.1464050838272914
